cluster,Alternative Rock,Dance,Gospel/Religious,Hip Hop,Indie,MPB,Other,Pop,Pop/Rock,Rap,Rock,Romantic,Sertanejo
0,0.03865901540320145,0.03896103896103896,0.1356085774690426,0.02748414376321353,0.026276049531863487,0.06070673512533978,0.28118393234672306,0.11084264572636665,0.05043793415886439,0.030202355783751134,0.0640289942615524,0.10419812745394141,0.03141045001510118
1,0.03969359331476323,0.04665738161559889,0.10236768802228412,0.04247910863509749,0.018802228412256268,0.04735376044568245,0.2903899721448468,0.10515320334261838,0.059192200557103065,0.034818941504178275,0.054317548746518104,0.09261838440111421,0.06615598885793872
2,0.03759917212832011,0.03828906519489479,0.12625043118316662,0.03690927906174543,0.03001034839599862,0.05174197999310107,0.27975163849603313,0.10037944118661607,0.053811659192825115,0.03794411866160745,0.055881338392549156,0.09486029665401863,0.056571231459123836
3,0.05508684863523573,0.014392059553349877,0.10272952853598015,0.03523573200992556,0.02481389578163772,0.02630272952853598,0.31315136476426797,0.0803970223325062,0.0511166253101737,0.02630272952853598,0.07741935483870968,0.08684863523573201,0.10620347394540942
